"Title","Link","Description","pubDate","guid"
"Don’t be fooled – Trump’s presidential run is gaining more and more momentum | Lloyd Green","https://www.theguardian.com/commentisfree/2023/jun/02/donald-trump-presidential-run-gains-momentum","<p>Objects in mirror are closer than they appear: Trump is leading the other Republican contenders, and Biden is far from safe</p><p>The Republican field swells but the 45th president’s commanding lead holds. Like Jeb Bush – another Florida governor and defeated Trump rival – Ron DeSantis has demonstrated himself inadequate to the task. By the numbers, DeSantis trails Trump nationally and in the Sunshine state. DeSantis was born there. Trump only recently moved there. To be the man you gotta beat the man, and right now DeSantis is going nowhere fast.</p><p>Ill-at-ease and plagued by a pronounced charisma deficit, DeSantis can’t even <a href=""https://www.axios.com/2023/06/01/desantis-pronounce-his-name"">decide </a>how to pronounce his own surname. He is 44 years old. That’s plenty of time to nail down this personal detail.</p> <a href=""https://www.theguardian.com/commentisfree/2023/jun/02/donald-trump-presidential-run-gains-momentum"">Continue reading...</a>","Fri, 02 Jun 2023 15:16:49 GMT","https://www.theguardian.com/commentisfree/2023/jun/02/donald-trump-presidential-run-gains-momentum"
"Puzzled by Succession’s finale twist? Shiv’s pregnancy holds the answer | Rhiannon Lucy Cosslett","https://www.theguardian.com/commentisfree/2023/jun/02/parenthood-succession-finale-shiv-pregnancy","<p>The physical and emotional storm of pregnancy can dramatically alter the ways we see the world, in many cases irrevocably</p><p>Pregnant women often dream of death. I know I did, and friends told me the same, though no one talks about it with the level of commiserating jollity that they do the strange cravings or the weirdly enhanced sense of smell or even this awful thing called, apparently, “lightning crotch”.</p><p>While pregnant, I remember reading about how thin the veil between life and death can feel when you’re pregnant, even in a modern western medical system. In our collective unconscious, pregnancy is still something that can kill us, and in certain places and circumstances still does to this day. For many women, it’s the closest they feel to death in their lifetime. Which isn’t something that is really appropriate to put in a baby shower card.</p><p>Rhiannon Lucy Cosslett is a Guardian columnist and author</p> <a href=""https://www.theguardian.com/commentisfree/2023/jun/02/parenthood-succession-finale-shiv-pregnancy"">Continue reading...</a>","Fri, 02 Jun 2023 15:59:31 GMT","https://www.theguardian.com/commentisfree/2023/jun/02/parenthood-succession-finale-shiv-pregnancy"
"Hold your horses! Do we really need another threat to humanity? | Fiona Katauskas","https://www.theguardian.com/commentisfree/picture/2023/jun/03/hold-your-horses-do-we-really-need-another-threat-to-humanity","<p>It’s starting to get crowded in here</p> <a href=""https://www.theguardian.com/commentisfree/picture/2023/jun/03/hold-your-horses-do-we-really-need-another-threat-to-humanity"">Continue reading...</a>","Fri, 02 Jun 2023 20:00:11 GMT","https://www.theguardian.com/commentisfree/picture/2023/jun/03/hold-your-horses-do-we-really-need-another-threat-to-humanity"
"Manchester City look to rub United’s noses in it and emulate Ferguson’s Class of 99","https://www.theguardian.com/football/blog/2023/jun/03/manchester-united-manchester-city-fa-cup-final-pep-guardiola","<p>The first all-Manchester FA Cup final is framed by City’s pursuit of total supremacy and making their old foes suffer</p><p>It was a small and inconsequential moment but one that said plenty about a mood and a rivalry. Manchester City were 6-2 up in the Premier League derby against United at the Etihad Stadium last October and we were into the 89th minute.</p><p>Previously, after <a href=""https://www.theguardian.com/football/2022/oct/02/manchester-city-manchester-united-premier-league-match-report"" title="""">Phil Foden had made it 6-1</a> on 73 minutes to join Erling Haaland as the scorer of a hat-trick, the City fans had joked that they wanted 10. Or maybe they were not joking. Now, shortly after the United substitute Anthony Martial had pulled one back, City built in midfield only for João Cancelo to play a loose pass, Bruno Fernandes intercepting for the visitors. There was an audible groan from the home support.</p> <a href=""https://www.theguardian.com/football/blog/2023/jun/03/manchester-united-manchester-city-fa-cup-final-pep-guardiola"">Continue reading...</a>","Sat, 03 Jun 2023 07:00:24 GMT","https://www.theguardian.com/football/blog/2023/jun/03/manchester-united-manchester-city-fa-cup-final-pep-guardiola"
"Aryna Sabalenka opts out of media duties for sake of her ‘mental health’","https://www.theguardian.com/sport/2023/jun/02/aryna-sabalenka-opts-out-of-media-duties-for-sake-of-her-mental-health","<ul><li>‘On Wednesday I did not feel safe in press conferences’</li><li>Belarusian world No 2 beats Kamilla Rakhimova 6-2, 6-2</li></ul><p>Aryna Sabalenka opted out of a post-match press conference after her third-round win over Kamilla Rakhimova on Friday following a number of tense exchanges with a Ukrainian reporter about Russia’s invasion of Ukraine after previous rounds here.</p><p>Players are required to attend post-match press conferences if they are requested by written media, but no time was announced for Sabalenka after she had beaten Rakhimova 6-2, 6-2. Instead, a transcript of her conversation with an unnamed member of staff was released without explanation. It is unclear whether Sabalenka was interviewed by a group of people or only one person.</p> <a href=""https://www.theguardian.com/sport/2023/jun/02/aryna-sabalenka-opts-out-of-media-duties-for-sake-of-her-mental-health"">Continue reading...</a>","Fri, 02 Jun 2023 17:24:02 GMT","https://www.theguardian.com/sport/2023/jun/02/aryna-sabalenka-opts-out-of-media-duties-for-sake-of-her-mental-health"
"Gary Lineker: ‘Match of the Day saga was surreal … I just want compassion’","https://www.theguardian.com/football/2023/jun/03/gary-lineker-match-of-the-day-saga-was-surreal-i-just-want-compassion","<p>Reflecting on his BBC ‘furore’, the presenter opens up on refugees, tweeting politics and Alan Shearer making him cry in a taxi</p><p>Gary Lineker is squeezed into the back of a Fiat Punto whizzing through Italian streets. All sharp, frantic, narrow turns, something about the scene feels familiar, echoes of <a href=""https://www.youtube.com/watch?v=e3gVBwqpsWc"" title="""">the opening</a> to Asif Kapadia’s film on Diego Maradona, and from behind the driver going up and down through the gears there’s a grin. “I’ve never felt so close to Diego,” the former England striker says, voice just audible over the rattle of cobbles and the sound of sirens. “If only it was Naples.”</p><p>Instead, this is Rome. Lineker has come to <a href=""https://www.theguardian.com/football/2023/may/24/gary-lineker-accepts-human-rights-award-with-call-to-show-refugees-more-compassion"" title="""">receive a Sport and Human Rights award</a> from Amnesty International. Here, not sticking to sport is cause for commendation, not criticism, still less punishment. “A lot of people <em>like</em> footballers having a voice, using their platform; when they don’t, it’s often because they disagree with the opinion,” he says, as the city speeds by. “It’s interesting to be in Italy for this, with the government they have now.” There’s a pause, a laugh. “I doubt they know about it. It’s a nice gesture. I’m sure the recent furore brought me here.”</p> <a href=""https://www.theguardian.com/football/2023/jun/03/gary-lineker-match-of-the-day-saga-was-surreal-i-just-want-compassion"">Continue reading...</a>","Sat, 03 Jun 2023 07:00:24 GMT","https://www.theguardian.com/football/2023/jun/03/gary-lineker-match-of-the-day-saga-was-surreal-i-just-want-compassion"
"Anthony Taylor caught in José Mourinho’s toxic trail but anger problem runs deeper | Barney Ronay","https://www.theguardian.com/football/2023/jun/02/anthony-taylor-jose-mourinho-anger-referees","<p>The manager got lost in the kind of cynical rage that dominates the digital world, but football should not follow his example</p><p>“Like Jaws if everyone in Jaws worked for Jaws.” Watching José Mourinho circle the touchline at the Puskas Arena on Wednesday night, giving off that horribly persuasive <em>eau de la haine</em>, it was hard not to be reminded of the words of cousin Greg, Succession’s beanpole idiot savant, describing a similar scene of top-down toxicity.</p><p>We know that Mourinho energy by now, the toxic theatre, the performative rage, the love of conspiracy and imagined injustice. What does he look like these days, with his perfect shock of white hair, the quicksilver glare? An arms dealer on his way to play golf? A wrongly convicted serial killer who lives in a palazzo and drinks fine wine and turns out at the end of the movie to be a serial killer after all? Some kind of sporting dark lord: wronged football Jesus?</p> <a href=""https://www.theguardian.com/football/2023/jun/02/anthony-taylor-jose-mourinho-anger-referees"">Continue reading...</a>","Fri, 02 Jun 2023 18:00:08 GMT","https://www.theguardian.com/football/2023/jun/02/anthony-taylor-jose-mourinho-anger-referees"
"England v Ireland: Test match, day three – live","https://www.theguardian.com/sport/live/2023/jun/03/england-v-ireland-test-match-day-three-live-cricket-score-updates","<ul><li>Updates from third day at Lord’s | <a href=""https://www.theguardian.com/sport/2016/aug/18/sign-up-to-the-spin"">Sign up for The Spin</a></li><li>Get in touch: contact James <a href=""mailto:james.wallace.casual@theguardian.com"">by email</a> or <a href=""https://twitter.com/Jimbo_Cricket"">Twitter</a></li></ul><p><strong>Good morning! </strong>So we made made it to day three – much to the relief of the MCC, team OBO, the Ireland XI and my cousin Matt, who is going to Lord’s for the first time since he was a very little boy. This has been something of a steamrollering by England, playing a second-choice(ish) bowling XI but blistering along in the same merry way.</p><p>Lots for us to enjoy though, from Ollie Pope reaching his double century with a six to Stuart Broad’s five-fer and three wickets for debutant Josh Tongue as the shadows stretched last night.</p> <a href=""https://www.theguardian.com/sport/live/2023/jun/03/england-v-ireland-test-match-day-three-live-cricket-score-updates"">Continue reading...</a>","Sat, 03 Jun 2023 09:00:27 GMT","https://www.theguardian.com/sport/live/2023/jun/03/england-v-ireland-test-match-day-three-live-cricket-score-updates"
"Bordeaux’s promotion bid in danger after fan assault on player ends game","https://www.theguardian.com/football/2023/jun/03/bordeaux-promotion-ligue-1-fan-assault-player-rodez-metz","<ul><li>Rodez goalscorer Lucas Buadés suffered concussion in incident</li><li>Metz beat Bastia 3-2 and now sit second, waiting on Bordeaux</li></ul><p>Bordeaux’s Ligue 1 promotion bid is in jeopardy after their final match of the season was called off on Friday, when one of their supporters assaulted Rodez goalscorer Lucas Buadés.</p><p>Bordeaux needed to better Metz’s result to finish second and secure promotion to the top flight, but the six-times French champions went behind in the 22nd minute. As Rodez players celebrated the goal, a supporter entered the pitch and shoved Buadés, who fell to the ground. He was later taken off on a stretcher as the referee stopped the game. After the teams went into their dressing rooms, the referee said the match would not resume, adding that Buadés had suffered a concussion.</p> <a href=""https://www.theguardian.com/football/2023/jun/03/bordeaux-promotion-ligue-1-fan-assault-player-rodez-metz"">Continue reading...</a>","Sat, 03 Jun 2023 08:50:18 GMT","https://www.theguardian.com/football/2023/jun/03/bordeaux-promotion-ligue-1-fan-assault-player-rodez-metz"
"WCL final: Barcelona aim to ease ‘trauma’ of 2022 against Wolfsburg","https://www.theguardian.com/football/2023/jun/02/womens-champions-league-final-barcelona-aim-to-ease-trauma-of-2022-against-wolfsburg","<p>Barça’s defeat by Lyon in last year’s final was painful and Alexia Putellas says the team owe their dedicated fans a victory</p><p>The Ballon d’Or winner Alexia Putellas has said Barcelona “owe the fans a victory” in Saturday’s Champions League final against Wolfsburg after last year’s “traumatic” 3-1 defeat by Lyon.</p><p>Barcelona fans, having twice sold out the Camp Nou in the team’s run to <a href=""https://www.theguardian.com/football/2022/may/21/barcelona-lyon-womens-champions-league-match-report"" title="""">last season’s final</a> in Turin, travelled in force to Italy. Planes were filled and 37 coaches made the trip overnight from the Catalan capital. The supporters witnessed their team fall three goals behind within 33 minutes as Lyon flexed their muscles. Despite that, you could have been forgiven for thinking after the full-time whistle that Barcelona had triumphed, because the stadium swayed to the tune of their fans.</p> <a href=""https://www.theguardian.com/football/2023/jun/02/womens-champions-league-final-barcelona-aim-to-ease-trauma-of-2022-against-wolfsburg"">Continue reading...</a>","Fri, 02 Jun 2023 15:37:26 GMT","https://www.theguardian.com/football/2023/jun/02/womens-champions-league-final-barcelona-aim-to-ease-trauma-of-2022-against-wolfsburg"
"Faith Kipyegon smashes 1500m world record in Diamond League meeting","https://www.theguardian.com/sport/2023/jun/02/faith-kipyegon-smashes-1500m-world-record-in-diamond-league-meeting","<ul><li>Kenyan wins in 3:49.11 in Florence to eclipse Dibaba’s mark</li><li>Dina Asher-Smith pulls out of 100m at last minute with cramp</li></ul><p>Faith Kipyegon set a women’s 1500 metres world record, clocking 3:49.11 at the third Diamond League meeting of the season in Florence on Friday.</p><p>The Kenyan athlete, winner of the last two Olympic 1500m golds and the 2017 and 2022 world titles, bettered the previous mark of 3:50.07 set by Ethiopia’s Genzebe Dibaba in 2015.</p> <a href=""https://www.theguardian.com/sport/2023/jun/02/faith-kipyegon-smashes-1500m-world-record-in-diamond-league-meeting"">Continue reading...</a>","Fri, 02 Jun 2023 20:35:26 GMT","https://www.theguardian.com/sport/2023/jun/02/faith-kipyegon-smashes-1500m-world-record-in-diamond-league-meeting"
"Mastermind of assassination of Haiti president sentenced to life by US court","https://www.theguardian.com/world/2023/jun/02/haiti-president-assassination-rodolphe-jaar-life-sentence","<p>Rodolphe Jaar, a Haitian-Chilean businessman, conspired with Colombian mercenaries, to kill Jovenel Moïse in 2021</p><p>A mastermind of the assassination of Haiti’s President Jovenel Moïse two years ago has been sentenced to life imprisonment by a federal court judge in Florida.</p><p>Rodolphe Jaar, a Haitian-Chilean businessman, conspired with a group of Colombian mercenaries to <a href=""https://www.theguardian.com/world/2021/jul/07/haiti-president-jovenel-moise-reportedly-assassinated"">murder Moïse at his home</a> in Port-au-Prince on 7 July 2021. Prosecutors at his sentencing hearing in Miami said Jaar obtained the weapons used in the “commando-style” attack that killed Moïse, 53, and seriously injured his wife.</p> <a href=""https://www.theguardian.com/world/2023/jun/02/haiti-president-assassination-rodolphe-jaar-life-sentence"">Continue reading...</a>","Fri, 02 Jun 2023 17:20:54 GMT","https://www.theguardian.com/world/2023/jun/02/haiti-president-assassination-rodolphe-jaar-life-sentence"
"Black Belfast girl threatened after telling of unease over Of Mice and Men","https://www.theguardian.com/uk-news/2023/jun/02/of-mice-and-men-black-belfast-girl-threat-gcse","<p>Police informed Angel Mhande’s family of threat after her call for novel to be dropped from GCSE course</p><p>A Black teenager in Northern Ireland has been threatened after calling for the removal of John Steinbeck’s 1937 novel Of Mice and Men from the GCSE curriculum.</p><p>Police visited the Belfast home of Angel Mhande this week to notify her of the threat, prompting the family to take security measures.</p> <a href=""https://www.theguardian.com/uk-news/2023/jun/02/of-mice-and-men-black-belfast-girl-threat-gcse"">Continue reading...</a>","Fri, 02 Jun 2023 12:54:43 GMT","https://www.theguardian.com/uk-news/2023/jun/02/of-mice-and-men-black-belfast-girl-threat-gcse"
"An ‘unbelievable deal’? The $200m mansion reportedly bought by Beyoncé and Jay Z","https://www.theguardian.com/news/2023/jun/02/beyonce-jay-z-california-record-malibu-mansion","<p>40,000 sq ft manor overlooking the Pacific Ocean in Malibu is thought to be California’s most expensive home ever</p><p>With its steep green cliffs overlooking the Pacific Ocean, Malibu is a top contender in America’s ultra-luxury real estate market. Its rise in the rankings of the favorite spots of the super-rich was solidified again in past weeks, with reports that Beyoncé and Jay-Z purchased a <a href=""https://www.morleyconcrete.com/project-experience/bell-house/"">40,000 sq ft</a> oceanfront mansion in the coastal enclave.</p><p>TMZ first reported that the star couple had snapped up a modernist mansion designed by the celebrity Japanese architect Tadao Ando. With a sale tag of $200m, the acquisition appears to break the record for the most expensive home in <a href=""https://www.theguardian.com/us-news/california"">California</a>.</p> <a href=""https://www.theguardian.com/news/2023/jun/02/beyonce-jay-z-california-record-malibu-mansion"">Continue reading...</a>","Fri, 02 Jun 2023 18:15:22 GMT","https://www.theguardian.com/news/2023/jun/02/beyonce-jay-z-california-record-malibu-mansion"
"‘Time of new hope’: Optimism is high for Bangkok Pride after Thai elections","https://www.theguardian.com/world/2023/jun/03/optimism-is-high-for-bangkok-pride-after-thai-elections","<p>Voters rejected Prayuth Chan-ocha in favour of parties promising reform, including greater LGBTQ+ rights such as equal marriage</p><p>When rainbow colours cover one of Bangkok’s main thoroughfares on Sunday, crowds joining the city’s pride celebrations may feel a little more optimistic about the future.</p><p>In an election last month, Thai voters <a href=""https://www.theguardian.com/world/2023/may/15/thailand-election-2023-national-elections-opposition-parties-crushing-blow-military-rule-junta"">firmly rejected Prayuth Chan-ocha</a>, a former coup-maker who has ruled the country for nine years, in favour of opposition parties promising reform, including greater LGBTQ+ rights such as equal marriage.</p> <a href=""https://www.theguardian.com/world/2023/jun/03/optimism-is-high-for-bangkok-pride-after-thai-elections"">Continue reading...</a>","Sat, 03 Jun 2023 04:00:20 GMT","https://www.theguardian.com/world/2023/jun/03/optimism-is-high-for-bangkok-pride-after-thai-elections"
"Top US chemical firms to pay $1.2bn to settle water contamination lawsuits","https://www.theguardian.com/environment/2023/jun/02/dupont-pfas-settlement-water-chemical-contamination","<p>Dupont, Chemours and Corteva agree deal and 3M also reportedly considering $10bn settlement to avoid trial due to start on Monday</p><p>DuPont and two related companies said they would <a href=""https://www.businesswire.com/news/home/20230602005091/en/Chemours-DuPont-and-Corteva-Reach-Comprehensive-PFAS-Settlement-with-U.S.-Water-Systems"">pay close to $1.2bn</a> to settle liability claims brought by public water systems serving the vast majority of the US population on Friday, just days before the start of a bellwether trial in South Carolina over PFAS contamination.</p><p>PFAS maker 3M was <a href=""https://www.bloomberg.com/news/articles/2023-06-02/3m-said-to-be-in-at-least-10-billion-pfas-pollution-settlement-lieqkmut?accessToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzb3VyY2UiOiJTdWJzY3JpYmVyR2lmdGVkQXJ0aWNsZSIsImlhdCI6MTY4NTcyMzM3NywiZXhwIjoxNjg2MzI4MTc3LCJhcnRpY2xlSWQiOiJSVk1SNldEV0xVNjgwMSIsImJjb25uZWN0SWQiOiI0Q0M5MjBBRUZBREE0NTE1OTQxMzREOTdEMUNCQjgwOSJ9.TgwrmoYECev7p_gIxbCmC0_PCO1OxF2E8nQWbuMqhSA"">reportedly</a> also considering a settlement that would keep the company from having to face allegations that it was responsible for knowingly contaminating drinking water supplies around the United States.</p> <a href=""https://www.theguardian.com/environment/2023/jun/02/dupont-pfas-settlement-water-chemical-contamination"">Continue reading...</a>","Fri, 02 Jun 2023 20:00:51 GMT","https://www.theguardian.com/environment/2023/jun/02/dupont-pfas-settlement-water-chemical-contamination"
"Biden praises passage of debt ceiling bill in Oval Office address ahead of signing it","https://www.theguardian.com/us-news/2023/jun/02/biden-debt-ceiling-bill-oval-office","<p>President described how ‘no one got everything they wanted, but the American people got what they needed’ during brief speech</p><p>Joe Biden celebrated Congress’s approval of a debt-ceiling suspension in a speech delivered from the Oval Office on Friday night, a day after the Senate <a href=""https://www.theguardian.com/us-news/2023/jun/01/senate-debt-ceiling-vote-thursday-chuck-schumer"">passed</a> the compromise bill brokered by the president and the Republican House speaker, Kevin McCarthy.</p><p>Biden described the bill’s enactment as “essential to the progress we’ve made over the last few years” in “keeping full faith and credit of the United States of America and passing a budget that continues to grow our economy and reflects our values as a nation”.</p> <a href=""https://www.theguardian.com/us-news/2023/jun/02/biden-debt-ceiling-bill-oval-office"">Continue reading...</a>","Sat, 03 Jun 2023 00:03:44 GMT","https://www.theguardian.com/us-news/2023/jun/02/biden-debt-ceiling-bill-oval-office"
"Breast cancer drug cuts risk of most common form returning by 25%","https://www.theguardian.com/science/2023/jun/02/breast-cancer-drug-helps-stop-common-form-of-disease-returning-by-25","<p>Trial results presented at US oncology conference suggest ribociclib could be gamechanging and boost survival rate significantly</p><p>Thousands of women with the world’s most common form of breast cancer could benefit from a blockbuster drug that helps them live longer and cuts the risk of the disease returning by a quarter.</p><p>More than 2 million people globally are diagnosed each year with the disease, which is the world’s most prevalent cancer. Although treatments have improved in recent decades, many patients will later experience the cancer returning. If a recurrence does occur, it is often at a more advanced stage.</p> <a href=""https://www.theguardian.com/science/2023/jun/02/breast-cancer-drug-helps-stop-common-form-of-disease-returning-by-25"">Continue reading...</a>","Fri, 02 Jun 2023 12:00:01 GMT","https://www.theguardian.com/science/2023/jun/02/breast-cancer-drug-helps-stop-common-form-of-disease-returning-by-25"
"‘It’s a scary time for us’: Florida Pride organizers on edge amid safety fears","https://www.theguardian.com/us-news/2023/jun/02/florida-lgbtq-pride-month-ron-desantis","<p>As Ron DeSantis attacks LGBTQ+ rights and threats are reported, planned events are canceled</p><p>Kristina Bozanich knew that this year’s Pride month event in the central Florida town of St Cloud would have to be modified to comply with a new law approved by Governor Ron DeSantis last month. One in a series of bills signed by DeSantis this year that escalated his assault on LGBTQ+ rights, the Protection of Children Act prohibits minors from attending “sexually explicit performances” and authorizes the punishment of businesses that knowingly allow children to attend such events by issuing fines and suspending or revoking their alcohol licenses.</p><p>The inaugural Pride month event that Bozanich organized in St Cloud last year featured an open-air parade and a drag show performance. This year, the 30-year-old photographer had scheduled a private event on 10 June at a gym that would once again include a drag show and would be open only to adults who had bought tickets in advance.</p> <a href=""https://www.theguardian.com/us-news/2023/jun/02/florida-lgbtq-pride-month-ron-desantis"">Continue reading...</a>","Fri, 02 Jun 2023 16:00:06 GMT","https://www.theguardian.com/us-news/2023/jun/02/florida-lgbtq-pride-month-ron-desantis"
"US air quality as far south as Virginia affected by Nova Scotia wildfires","https://www.theguardian.com/us-news/2023/jun/02/us-air-quality-virginia-maryland-nova-scotia-wildfires","<p>National Weather Service issues air quality alert for Richmond while Maryland, Pennsylvania and other states affected</p><p>The historically intense <a href=""https://www.theguardian.com/world/2023/jun/02/nova-scotia-wildfires-rain-canada"">wildfires that battered the Nova Scotia</a> province on the eastern coast of Canada have had a severe effect on air quality as far south as Virginia and Maryland, the US National Weather Service alerted.</p><p>Four wildfires have destroyed hundreds of buildings and homes and displaced tens of thousands of people, hitting the Halifax municipality hardest. But the blazes have also sent smoke billowing over New York City, and have prompted officials from New Jersey, Pennsylvania, Maryland and Virginia to report negative effects on their air quality.</p> <a href=""https://www.theguardian.com/us-news/2023/jun/02/us-air-quality-virginia-maryland-nova-scotia-wildfires"">Continue reading...</a>","Fri, 02 Jun 2023 21:18:24 GMT","https://www.theguardian.com/us-news/2023/jun/02/us-air-quality-virginia-maryland-nova-scotia-wildfires"
"US colonel retracts comments on simulated drone attack ‘thought experiment’","https://www.theguardian.com/us-news/2023/jun/02/us-air-force-colonel-misspoke-drone-killing-pilot","<p>Colonel clarifies comments about ‘rogue AI drone’ that supposedly killed its operator</p><p>A US air force colonel “misspoke” when he said at a Royal Aeronautical Society conference last month that a drone killed its operator in a simulated test because the pilot was attempting to override its mission, according to the society.</p><p>The confusion had started with the circulation of a <a href=""https://www.aerosociety.com/news/highlights-from-the-raes-future-combat-air-space-capabilities-summit/"">blogpost</a> from the society, in which it described a presentation by Col Tucker “Cinco” Hamilton, the chief of AI test and operations with the US air force and an experimental fighter test pilot, at the Future Combat Air and Space Capabilities Summit in London in May.</p> <a href=""https://www.theguardian.com/us-news/2023/jun/02/us-air-force-colonel-misspoke-drone-killing-pilot"">Continue reading...</a>","Fri, 02 Jun 2023 23:44:02 GMT","https://www.theguardian.com/us-news/2023/jun/02/us-air-force-colonel-misspoke-drone-killing-pilot"
"Iraq’s oil boom blamed for worsening water crisis in drought-hit south","https://www.theguardian.com/environment/2023/jun/03/iraqs-oil-boom-blamed-for-worsening-water-crisis-in-drought-hit-south","<p>Pollution from gas flaring – the burning of natural gas associated with oil extraction – is also a major concern in the oil-rich but extremely dry south</p><p></p><p>Western oil companies are exacerbating water shortages and causing pollution in Iraq as they race to profit from rising oil prices after Russia’s invasion of Ukraine.</p><p>Water scarcity has already displaced thousands and increased instability, according to international experts, while Iraq is now considered the <a href=""https://www.unep.org/resources/global-environment-outlook-6?_ga=2.101562049.1794232986.1680176905-1126384598.1680176905"">fifth most vulnerable</a> country to the climate crisis by the UN. In the oil-rich but extremely dry south, <a href=""https://www.theguardian.com/world/2023/jan/29/death-in-the-marshes-environmental-calamity-hits-iraqs-unique-wetlands"">wetlands that used to feed entire communities are now muddy canals</a>.</p> <a href=""https://www.theguardian.com/environment/2023/jun/03/iraqs-oil-boom-blamed-for-worsening-water-crisis-in-drought-hit-south"">Continue reading...</a>","Sat, 03 Jun 2023 05:00:22 GMT","https://www.theguardian.com/environment/2023/jun/03/iraqs-oil-boom-blamed-for-worsening-water-crisis-in-drought-hit-south"
"Don’t Look Up director Adam McKay to triple donations to Just Stop Oil","https://www.theguardian.com/environment/2023/jun/02/dont-look-up-director-adam-mckay-to-triple-donations-to-just-stop-oil","<p>Hollywood director of climate crisis satire praised protestors for waking up ‘sleeping governments’ and will triple donations over weekend</p><p>The Hollywood director of Netflix film Don’t Look Up has pledged to triple donations to Just Stop Oil over the weekend, the group has said.</p><p>Adam McKay, who made the satire on the climate crisis as well as Step Brothers and The Big Short, said he stands with the protesters, praising them for waking up “sleeping governments”.</p> <a href=""https://www.theguardian.com/environment/2023/jun/02/dont-look-up-director-adam-mckay-to-triple-donations-to-just-stop-oil"">Continue reading...</a>","Fri, 02 Jun 2023 22:25:37 GMT","https://www.theguardian.com/environment/2023/jun/02/dont-look-up-director-adam-mckay-to-triple-donations-to-just-stop-oil"
"‘The window is closing’: Cop28 must deliver change of course on climate","https://www.theguardian.com/environment/2023/jun/02/window-closing-cop28-change-course-climate-dubai","<p>With six months until UN summit in Dubai, can its oil executive president bring unwilling countries into line?</p><ul><li><a href=""https://www.theguardian.com/environment/2023/jun/02/el-nino-may-push-heating-past-15c-urgent-action-avert-catastrophe"">El Niño may push heating past 1.5C but urgent action could avert catastrophe</a></li></ul><p>Within the next five years, the world is likely to experience at least one year in which the global average surface temperature exceeds 1.5C above pre-industrial levels. That was <a href=""https://www.theguardian.com/environment/2023/may/17/global-heating-climate-crisis-record-temperatures-wmo-research"">the stark prediction of the World Meteorological Organisation (WMO) this week</a>, in its climate forecast.</p><p>Straying beyond 1.5C could lead to <a href=""https://www.theguardian.com/environment/2018/oct/09/tipping-points-could-exacerbate-climate-crisis-scientists-fear"">potentially irreversible effects on the global climate system</a>, scientists have warned, including the collapse of the Greenland and West Antarctic ice sheets, the abrupt melting of permafrost, rising sea levels and bleaching coral reefs. For these reasons, <a href=""https://www.theguardian.com/environment/2020/dec/08/the-paris-agreement-five-years-on-is-it-strong-enough-to-avert-climate-catastrophe"">the 1.5C limit is at the heart of the 2015 Paris climate agreement</a>, which bound countries to hold global temperature rises “well below 2C” and “pursuing efforts” to 1.5C.</p> <a href=""https://www.theguardian.com/environment/2023/jun/02/window-closing-cop28-change-course-climate-dubai"">Continue reading...</a>","Fri, 02 Jun 2023 11:00:01 GMT","https://www.theguardian.com/environment/2023/jun/02/window-closing-cop28-change-course-climate-dubai"
"El Niño may push heating past 1.5C but urgent action could avert catastrophe","https://www.theguardian.com/environment/2023/jun/02/el-nino-may-push-heating-past-15c-urgent-action-avert-catastrophe","<p>Without emissions reductions, in next 10 years 1.5C target may be permanently exceeded</p><ul><li><a href=""https://www.theguardian.com/environment/2023/jun/02/window-closing-cop28-change-course-climate-dubai"">‘The window is closing’: Cop28 must deliver change of course on climate</a></li></ul><p>For several years, the world has been <a href=""https://www.theguardian.com/australia-news/2023/jan/04/australia-could-swing-from-three-years-of-la-nina-to-hot-and-dry-el-nino-in-2023"">in the grip of La Niña</a>, a weather system in the Pacific that tends to bring cooler temperatures around the world.</p><p>Despite that, there has continued to be strong rises in global surface temperatures, with some of the hottest years on record. This year, the <a href=""https://www.theguardian.com/environment/2022/nov/17/global-heating-to-drive-stronger-la-nina-and-el-nino-events-by-2030-researchers-say"">oscillating Pacific weather system </a>will probably turn to its opposite, the <a href=""https://www.theguardian.com/environment/2023/may/03/un-warns-heat-records-could-be-broken-as-chance-of-el-nino-rises#:~:text=2015-,2020,is%20%2D0.5C%20or%20below."">warming El Niño</a>. That is likely to turbocharge temperatures, and within the next five years <a href=""https://www.theguardian.com/environment/2023/may/17/global-heating-climate-crisis-record-temperatures-wmo-research"">we can expect to see new records set</a>, according to the World Meteorological Organisation (WMO).</p> <a href=""https://www.theguardian.com/environment/2023/jun/02/el-nino-may-push-heating-past-15c-urgent-action-avert-catastrophe"">Continue reading...</a>","Fri, 02 Jun 2023 11:00:01 GMT","https://www.theguardian.com/environment/2023/jun/02/el-nino-may-push-heating-past-15c-urgent-action-avert-catastrophe"
